transfers	n_species	community_id	strep_conc	replicate	OD
7	3	T87	0	1	0.347
8	3	T87	0	1	0.311
1	3	T87	0	2	0.793
3	3	T87	0	2	0.273
5	3	T87	0	2	0.285
7	3	T87	0	2	0.295
8	3	T87	0	2	0.303
1	3	T88	0	1	0.594
3	3	T88	0	1	0.28
5	3	T88	0	1	0.345
7	3	T88	0	1	0.345
8	3	T88	0	1	0.366
1	3	T88	0	2	0.63
3	3	T88	0	2	0.293
5	3	T88	0	2	0.324
7	3	T88	0	2	0.348
8	3	T88	0	2	0.338
1	3	T89	0	1	0.736
3	3	T89	0	1	0.298
5	3	T89	0	1	0.349
7	3	T89	0	1	0.355
8	3	T89	0	1	0.363
1	3	T89	0	2	0.805
3	3	T89	0	2	0.287
5	3	T89	0	2	0.335
7	3	T89	0	2	0.356
8	3	T89	0	2	0.341
1	3	T90	0	1	0.815
3	3	T90	0	1	0.316
5	3	T90	0	1	0.344
7	3	T90	0	1	0.35
8	3	T90	0	1	0.368
1	3	T90	0	2	0.805
3	3	T90	0	2	0.284
5	3	T90	0	2	0.327
7	3	T90	0	2	0.346
8	3	T90	0	2	0.345
1	3	T91	0	1	0.715
3	3	T91	0	1	0.28
5	3	T91	0	1	0.317
7	3	T91	0	1	0.314
8	3	T91	0	1	0.304
1	3	T91	0	2	0.634
3	3	T91	0	2	0.287
5	3	T91	0	2	0.282
7	3	T91	0	2	0.306
8	3	T91	0	2	0.309
1	3	T92	0	1	0.809
3	3	T92	0	1	0.318
5	3	T92	0	1	0.339
7	3	T92	0	1	0.339
8	3	T92	0	1	0.321
1	3	T92	0	2	0.757
3	3	T92	0	2	0.315
5	3	T92	0	2	0.329
7	3	T92	0	2	0.341
8	3	T92	0	2	0.313
1	3	T93	0	1	0.797
3	3	T93	0	1	0.313
5	3	T93	0	1	0.334
7	3	T93	0	1	0.345
8	3	T93	0	1	0.319
1	3	T93	0	2	0.763
3	3	T93	0	2	0.31
5	3	T93	0	2	0.327
7	3	T93	0	2	0.331
8	3	T93	0	2	0.343
1	3	T94	0	1	0.693
3	3	T94	0	1	0.304
5	3	T94	0	1	0.341
7	3	T94	0	1	0.344
8	3	T94	0	1	0.332
1	3	T94	0	2	0.568
3	3	T94	0	2	0.293
5	3	T94	0	2	0.318
7	3	T94	0	2	0.351
8	3	T94	0	2	0.33
1	3	T95	0	1	0.701
3	3	T95	0	1	0.275
5	3	T95	0	1	0.336
7	3	T95	0	1	0.35
8	3	T95	0	1	0.362
1	3	T95	0	2	0.94
3	3	T95	0	2	0.278
5	3	T95	0	2	0.324
7	3	T95	0	2	0.346
8	3	T95	0	2	0.336
1	3	T96	0	1	0.796
3	3	T96	0	1	0.3
5	3	T96	0	1	0.315
7	3	T96	0	1	0.345
8	3	T96	0	1	0.34
1	3	T96	0	2	0.973
3	3	T96	0	2	0.278
5	3	T96	0	2	0.292
7	3	T96	0	2	0.347
8	3	T96	0	2	0.315
